timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,etiqueta
1759632532.124488,3635310,-1478814,-4432257,3047184,-460498,3581729,-8152753,8388607,relajacion
1759632532.1245985,3624894,-1488502,-4446769,3031788,-473132,3571034,-8158036,8388607,relajacion
1759632532.124708,3613681,-1499291,-4462584,3015030,-487249,3558867,-8158692,8388607,relajacion
1759632532.1248176,3606552,-1504429,-4471848,3005419,-494108,3554061,-8151396,8388607,relajacion
1759632532.124926,3601069,-1507623,-4478905,2998141,-498622,3551531,-8145569,8388607,relajacion
1759632532.1250355,3593585,-1513611,-4489169,2987256,-506811,3545326,-8152228,8388607,relajacion
1759632532.1251445,3583084,-1523376,-4503687,2971869,-519544,3534629,-8157577,8388607,relajacion
1759632532.125254,3571962,-1534132,-4519310,2955211,-533607,3522634,-8158118,8388607,relajacion
1759632532.1253624,3564871,-1539122,-4528343,2945694,-540436,3517967,-8150803,8388607,relajacion
1759632532.1254718,3559405,-1542222,-4535256,2938389,-545021,3515474,-8144962,8388607,relajacion
1759632532.1255808,3551953,-1548157,-4545412,2927530,-553135,3509379,-8151642,8388607,relajacion
1759632532.125691,3541553,-1557818,-4559834,2912306,-565709,3498788,-8157152,8388607,relajacion
1759632532.1257997,3530518,-1568391,-4575334,2895931,-579502,3486951,-8157541,8388607,relajacion
1759632532.18318,3523361,-1573497,-4584654,2886242,-586526,3482026,-8150487,8388607,relajacion
1759632532.183294,3517687,-1576909,-4592180,2878423,-591606,3478998,-8143944,8388607,relajacion
1759632532.1834033,3510256,-1582951,-4602672,2867447,-599869,3472691,-8150076,8388607,relajacion
1759632532.183512,3500025,-1592374,-4616764,2852679,-612067,3462461,-8155946,8388607,relajacion
1759632532.183621,3488434,-1603117,-4631514,2836097,-626029,3450451,-8156572,8388607,relajacion
1759632532.1837294,3484429,-1632022,-4642521,2725620,-729583,3350330,-8239084,8388607,relajacion
1759632532.1838384,3437613,-1628785,-4679132,2371255,-1051514,3033104,-8388608,8388607,relajacion
1759632532.1839502,3228739,-1475997,-4703765,2071175,-1302493,2783196,-8388608,8388607,relajacion
1759632532.1840596,2905273,-1359076,-4795451,1965995,-1350471,2736046,-8388608,8388607,relajacion
1759632532.1841695,2572935,-1298757,-4900282,1940228,-1313361,2773809,-8388608,8388607,relajacion
1759632532.1842782,2705108,-1118676,-4896968,1612732,-1620631,2468385,-8388608,8388607,relajacion
1759632532.1843965,2732084,-977299,-4930586,1312482,-1907779,2182336,-8388608,8388607,relajacion
1759632532.1845078,2558446,-921859,-5011329,1151114,-2037465,2052616,-8388608,8388607,relajacion
1759632532.1846178,2260113,-922924,-5126342,1110506,-2031021,2058169,-8388608,8388607,relajacion
1759632532.184728,1972504,-941165,-5240792,1110066,-1974486,2113764,-8388608,8388607,relajacion
1759632532.243301,2133229,-796503,-5240455,823776,-2250773,1837556,-8388608,8388607,relajacion
1759632532.2434103,2186721,-682060,-5271654,579909,-2489550,1597683,-8388608,8388607,relajacion
1759632532.243519,2035490,-659327,-5353222,472573,-2567534,1517929,-8388608,8388607,relajacion
1759632532.2436285,1747149,-699862,-5470554,477564,-2513677,1569867,-8388608,8388607,relajacion
1759632532.2437377,1478203,-754650,-5581034,505796,-2425980,1656306,-8388608,8388607,relajacion
1759632532.243846,1661433,-637807,-5576801,239482,-2688148,1393408,-8388608,8388607,relajacion
1759632532.2439554,1736231,-555129,-5598518,13912,-2914859,1164561,-8388608,8388607,relajacion
1759632532.244064,1605989,-562562,-5662531,-76353,-2977837,1099177,-8388608,8388607,relajacion
1759632532.2441726,1341445,-626158,-5755499,-52471,-2904473,1170094,-8388608,8388607,relajacion
1759632532.244282,1099234,-695129,-5838809,-4344,-2795264,1277651,-8388608,8388607,relajacion
1759632532.2443998,1300095,-593776,-5814832,-246344,-3037596,1033578,-8388608,8388607,relajacion
1759632532.2445097,1389697,-526887,-5817839,-445487,-3241909,825983,-8388608,8388607,relajacion
1759632532.244619,1266909,-548755,-5864416,-512719,-3282641,782271,-8388608,8388607,relajacion
1759632532.2447286,1000168,-625085,-5942271,-470193,-3189352,872948,-8388608,8388607,relajacion
1759632532.2448416,761439,-701304,-6010869,-407293,-3063722,996869,-8388608,8388607,relajacion
1759632532.3036091,967298,-609009,-5975616,-632411,-3293634,764528,-8388608,8388607,relajacion
1759632532.303723,1071178,-549126,-5965694,-812767,-3483226,570937,-8388608,8388607,relajacion
1759632532.3038332,980799,-571559,-5996107,-862307,-3507891,542878,-8388608,8388607,relajacion
1759632532.3039436,757922,-644569,-6057573,-801836,-3396559,651355,-8388608,8388607,relajacion
1759632532.3040538,563625,-714655,-6110266,-723415,-3254986,791184,-8388608,8388607,relajacion
1759632532.304163,801168,-619840,-6060799,-929609,-3469897,573358,-8388608,8388607,relajacion
1759632532.304272,925778,-558923,-6037964,-1090058,-3642363,396254,-8388608,8388607,relajacion
1759632532.3043866,852991,-576924,-6055706,-1123388,-3651508,383363,-8388608,8388607,relajacion
1759632532.3044963,645288,-644162,-6105065,-1048618,-3525260,506722,-8388608,8388607,relajacion
1759632532.3046055,465255,-708200,-6145516,-958171,-3371130,659369,-8388608,8388607,relajacion
1759632532.304715,710091,-612261,-6085089,-1149222,-3574035,453090,-8388608,8388607,relajacion
1759632532.3048244,842055,-552831,-6052041,-1294283,-3733907,287963,-8388608,8388607,relajacion
1759632532.3049338,779041,-571872,-6060751,-1315161,-3731631,286241,-8388608,8388607,relajacion
1759632532.305043,582294,-642387,-6102476,-1229941,-3594746,420223,-8388608,8388607,relajacion
1759632532.3051531,414208,-709262,-6136721,-1132044,-3433014,580575,-8388608,8388607,relajacion
1759632532.3638742,663304,-618241,-6071364,-1313938,-3629651,380219,-8388608,8388607,relajacion
1759632532.363984,799130,-560024,-6031826,-1447665,-3780122,224011,-8388608,8388607,relajacion
1759632532.3640924,745978,-574774,-6032607,-1459517,-3769656,230265,-8388608,8388607,relajacion
1759632532.3642013,561342,-634691,-6066277,-1365894,-3624222,372719,-8388608,8388607,relajacion
1759632532.36431,407561,-687387,-6091478,-1260384,-3454831,540834,-8388608,8388607,relajacion
1759632532.3644269,662584,-592780,-6021434,-1436512,-3648201,343336,-8388608,8388607,relajacion
1759632532.364536,801038,-534749,-5980000,-1566601,-3796852,188644,-8388608,8388607,relajacion
1759632532.3646443,750903,-547456,-5979226,-1576122,-3784698,196531,-8388608,8388607,relajacion
1759632532.3647523,569239,-605320,-6012126,-1481091,-3637783,340639,-8388608,8388607,relajacion
1759632532.364861,418849,-656475,-6038178,-1377172,-3469999,507313,-8388608,8388607,relajacion
1759632532.3649695,675015,-566176,-5969284,-1553212,-3665756,307356,-8388608,8388607,relajacion
1759632532.365079,814421,-514046,-5927636,-1680987,-3813744,153196,-8388608,8388607,relajacion
1759632532.365188,768743,-528536,-5925269,-1688881,-3800763,161986,-8388608,8388607,relajacion
1759632532.365301,593171,-584621,-5955459,-1591654,-3651769,308246,-8388608,8388607,relajacion
1759632532.3654106,451001,-630856,-5977833,-1486521,-3483281,475774,-8388608,8388607,relajacion
1759632532.424091,709844,-538977,-5906869,-1662479,-3681619,272871,-8388608,8388607,relajacion
1759632532.4242015,849622,-485619,-5862570,-1789927,-3831297,116754,-8388608,8388607,relajacion
1759632532.4243102,805839,-497392,-5856814,-1797861,-3819614,124102,-8388608,8388607,relajacion
1759632532.4244273,629864,-550214,-5884536,-1699932,-3670157,270871,-8388608,8388607,relajacion
1759632532.4245372,487889,-593006,-5905004,-1594704,-3501862,438378,-8388608,8388607,relajacion
1759632532.4246464,746285,-501745,-5832429,-1768715,-3700612,234783,-8388608,8388607,relajacion
1759632532.4247558,886943,-448564,-5785363,-1892016,-3847803,80772,-8388608,8388607,relajacion
1759632532.424865,847788,-458339,-5776561,-1896942,-3834095,90158,-8388608,8388607,relajacion
1759632532.4249744,679240,-507533,-5800981,-1796427,-3682479,239168,-8388608,8388607,relajacion
1759632532.4250836,549729,-543211,-5815776,-1686965,-3510388,410512,-8388608,8388607,relajacion
1759632532.425193,819001,-446146,-5736202,-1852414,-3702732,213023,-8388608,8388607,relajacion
1759632532.4253025,966895,-388434,-5683577,-1966994,-3842473,65973,-8388608,8388607,relajacion
1759632532.4254124,933871,-392862,-5670851,-1964101,-3821227,82663,-8388608,8388607,relajacion
1759632532.4255223,772033,-435754,-5691231,-1855357,-3661034,240309,-8388608,8388607,relajacion
1759632532.4256322,647442,-467721,-5704871,-1742958,-3486320,414311,-8388608,8388607,relajacion
1759632532.4836092,913018,-375611,-5630277,-1911092,-3683724,211494,-8388608,8388607,relajacion
1759632532.4837196,1054119,-324530,-5583882,-2028382,-3827911,59991,-8388608,8388607,relajacion
1759632532.483829,1017497,-332375,-5576314,-2027623,-3809849,73570,-8388608,8388607,relajacion
1759632532.4839385,852813,-377522,-5602987,-1921373,-3652458,228353,-8388608,8388607,relajacion
1759632532.4840472,730843,-407976,-5620907,-1810191,-3479593,400546,-8388608,8388607,relajacion
1759632532.484156,998508,-316956,-5549584,-1977661,-3678411,196291,-8388608,8388607,relajacion
1759632532.4842649,1137020,-270410,-5508582,-2095333,-3824086,43419,-8388608,8388607,relajacion
1759632532.484374,1102882,-279511,-5504228,-2093883,-3805837,57224,-8388608,8388607,relajacion
1759632532.4844916,904652,-361867,-5570708,-2016988,-3677284,183919,-8388608,8388607,relajacion
1759632532.4846003,745736,-439081,-5637556,-1947299,-3545796,315726,-8388608,8388607,relajacion
1759632532.484709,1050687,-326762,-5543431,-2095968,-3728364,127286,-8388608,8388607,relajacion
1759632532.4848225,1210173,-271497,-5491857,-2200193,-3861576,-13214,-8388608,8388607,relajacion
1759632532.4849322,1161771,-306229,-5512517,-2215476,-3859885,-15370,-8388608,8388607,relajacion
1759632532.4850414,963173,-405634,-5597341,-2147975,-3740068,103150,-8388608,8388607,relajacion
1759632532.48515,829520,-486980,-5672206,-2082554,-3613682,230193,-8388608,8388607,relajacion
1759632532.543254,1185000,-372264,-5577018,-2233747,-3802415,35606,-8388608,8351848,relajacion
1759632532.543364,1425219,-321720,-5532416,-2337711,-3936281,-105287,-8388608,8226197,relajacion
1759632532.5434735,1528016,-363906,-5568650,-2356515,-3937856,-110207,-8388608,8159627,relajacion
1759632532.543582,1534684,-482604,-5685498,-2301074,-3828656,-1386,-8388608,8139271,relajacion
1759632532.5436907,1577001,-587656,-5797331,-2253774,-3719245,109879,-8388608,8136984,relajacion
1759632532.5437996,2010983,-483652,-5719356,-2419639,-3925334,-100657,-8388608,8016884,relajacion
1759632532.543909,2242445,-449017,-5707419,-2552691,-4091227,-271759,-8388608,7878011,relajacion
1759632532.5440173,2228758,-496276,-5801527,-2615761,-4139642,-320506,-8388608,7784349,relajacion
1759632532.5441265,2279986,-579431,-6013349,-2620758,-4094697,-271044,-8388608,7733996,relajacion
1759632532.5442348,2339963,-674846,-6222404,-2623242,-4039649,-209705,-8388608,7725197,relajacion
1759632532.5443437,2203427,-816039,-6157529,-2727923,-4172827,-339760,-8388608,7687056,relajacion
1759632532.544462,2115551,-899485,-6151906,-2789894,-4258603,-422259,-8388608,7736038,relajacion
1759632532.5445716,2110086,-902980,-6144275,-2795524,-4263459,-424984,-8388608,7865957,relajacion
1759632532.5446818,2102383,-909357,-6149288,-2805443,-4271586,-431036,-8388608,7991388,relajacion
1759632532.5447922,2094081,-916606,-6160969,-2816322,-4280651,-438009,-8388608,8114636,relajacion
1759632532.6036448,2089453,-919189,-6167439,-2821667,-4284031,-439305,-8388608,8242471,relajacion
1759632532.6037557,2085591,-920970,-6173067,-2826159,-4286537,-439797,-8388608,8370163,relajacion
1759632532.603865,2079613,-925451,-6181669,-2833821,-4292231,-443448,-8388608,8388607,relajacion
1759632532.6039736,2071378,-932866,-6193342,-2844774,-4301294,-450449,-8388608,8388607,relajacion
1759632532.604082,2062768,-940905,-6205752,-2856427,-4311160,-458248,-8388608,8388607,relajacion
1759632532.604191,2057520,-944242,-6212976,-2862529,-4315399,-460301,-8388608,8388607,relajacion
1759632532.6043,2052689,-947043,-6219699,-2868154,-4319042,-461774,-8388608,8388607,relajacion
1759632532.6044166,2045466,-952981,-6229750,-2877320,-4326243,-466890,-8388608,8388607,relajacion
1759632532.604525,2035859,-962062,-6243102,-2890112,-4337049,-475689,-8388608,8388607,relajacion
1759632532.604638,2026322,-971387,-6256833,-2903280,-4348325,-484900,-8388608,8388607,relajacion
1759632532.6047468,2020994,-974922,-6264211,-2909601,-4352692,-487070,-8388608,8388607,relajacion
1759632532.6048555,2016363,-977532,-6270621,-2914951,-4356099,-488360,-8388608,8388607,relajacion
1759632532.6049654,2009212,-983409,-6280642,-2924077,-4363295,-493524,-8388608,8388607,relajacion
1759632532.6050746,1999539,-992563,-6294343,-2937177,-4374501,-502605,-8388608,8388607,relajacion
1759632532.605184,1989813,-1002020,-6308364,-2950719,-4386116,-512133,-8388608,8388607,relajacion
1759632532.6639435,1984389,-1005540,-6315761,-2957066,-4390319,-514297,-8388608,8388607,relajacion
1759632532.6640532,1979751,-1008193,-6322146,-2962449,-4393556,-515444,-8388608,8388607,relajacion
1759632532.664163,1972613,-1014204,-6332240,-2971763,-4400837,-520581,-8388608,8388607,relajacion
1759632532.6642714,1962976,-1023586,-6346096,-2985067,-4412304,-529847,-8388608,8388607,relajacion
1759632532.6643858,1953371,-1033068,-6360217,-2998719,-4424087,-539466,-8388608,8388607,relajacion
1759632532.664495,1948134,-1036447,-6367384,-3004907,-4428160,-541440,-8388608,8388607,relajacion
1759632532.6646037,1943544,-1039103,-6373677,-3010194,-4431408,-542512,-8388608,8388607,relajacion
1759632532.6647124,1936398,-1045156,-6383782,-3019540,-4438815,-547752,-8388608,8388607,relajacion
1759632532.664821,1926551,-1054655,-6397861,-3033084,-4450481,-557281,-8388608,8388607,relajacion
1759632532.664929,1916807,-1064288,-6412211,-3046986,-4462481,-567113,-8388608,8388607,relajacion
1759632532.6650374,1911568,-1067667,-6419452,-3053141,-4466571,-568919,-8388608,8388607,relajacion
1759632532.6651456,1907034,-1070203,-6425814,-3058331,-4469725,-569913,-8388608,8388607,relajacion
1759632532.6652548,1900004,-1076186,-6436017,-3067683,-4477043,-575144,-8388608,8388607,relajacion
1759632532.6653657,1890334,-1085713,-6450099,-3081256,-4488742,-584826,-8388608,8388607,relajacion
1759632532.6654794,1880660,-1095344,-6464377,-3095106,-4500788,-594891,-8388608,8388607,relajacion
1759632532.7241807,1875403,-1098694,-6471436,-3101111,-4504794,-596762,-8388608,8388607,relajacion
1759632532.72429,1870686,-1101375,-6477741,-3106389,-4508077,-597872,-8388608,8388607,relajacion
1759632532.7244067,1863474,-1107485,-6487852,-3115826,-4515617,-603259,-8388608,8388607,relajacion
1759632532.7245162,1853653,-1117184,-6501965,-3129476,-4527474,-613042,-8388608,8388607,relajacion
1759632532.7246249,1843930,-1126955,-6516277,-3143356,-4539556,-623104,-8388608,8388607,relajacion
1759632532.7247334,1838816,-1130298,-6523247,-3149381,-4543407,-624961,-8388608,8388607,relajacion
1759632532.7248423,1834261,-1132936,-6529498,-3154659,-4546566,-626052,-8388608,8388607,relajacion
1759632532.7249544,1827111,-1139070,-6539720,-3164130,-4554132,-631515,-8388608,8388607,relajacion
1759632532.7250628,1817299,-1148812,-6553942,-3177857,-4566079,-641392,-8388608,8388607,relajacion
1759632532.725171,1807543,-1158604,-6568376,-3191831,-4578224,-651591,-8388608,8388607,relajacion
1759632532.7252798,1802334,-1161991,-6575463,-3197908,-4582195,-653417,-8388608,8388607,relajacion
1759632532.7253883,1797741,-1164702,-6581813,-3203265,-4585432,-654446,-8388608,8388607,relajacion
1759632532.7254972,1790529,-1170878,-6592080,-3212821,-4592972,-659935,-8388608,8388607,relajacion
1759632532.7256062,1780677,-1180556,-6606204,-3226636,-4604864,-669785,-8388608,8388607,relajacion
1759632532.725715,1770874,-1190303,-6620537,-3240647,-4616986,-679886,-8388608,8388607,relajacion
1759632532.783563,1765632,-1193700,-6627650,-3246666,-4620997,-681791,-8388608,8388607,relajacion
1759632532.783673,1760990,-1196438,-6634018,-3252013,-4624312,-682959,-8388608,8388607,relajacion
1759632532.7837815,1753674,-1202698,-6644416,-3261617,-4631976,-688512,-8388608,8388607,relajacion
1759632532.7838907,1743796,-1212443,-6658748,-3275469,-4644077,-698537,-8388608,8388607,relajacion
1759632532.783999,1734045,-1222189,-6673086,-3289451,-4656339,-708754,-8388608,8388607,relajacion
1759632532.784108,1728824,-1225521,-6680072,-3295514,-4660377,-710618,-8388608,8388607,relajacion
1759632532.7842164,1724339,-1228242,-6686382,-3300810,-4663619,-711734,-8388608,8388607,relajacion
1759632532.7843251,1717112,-1234539,-6696659,-3310396,-4671268,-717333,-8388608,8388607,relajacion
1759632532.7844422,1707182,-1244386,-6710955,-3324309,-4683308,-727362,-8388608,8388607,relajacion
1759632532.7845511,1697435,-1254223,-6725344,-3338431,-4695454,-737488,-8388608,8388607,relajacion
1759632532.7846594,1692131,-1257684,-6732492,-3344661,-4699417,-739347,-8388608,8388607,relajacion
1759632532.7847686,1687404,-1260511,-6738945,-3350167,-4702786,-740554,-8388608,8388607,relajacion
1759632532.7848773,1680161,-1266818,-6749372,-3359880,-4710531,-746144,-8388608,8388607,relajacion
1759632532.784987,1670303,-1276582,-6763694,-3373852,-4722566,-756136,-8388608,8388607,relajacion
1759632532.7850962,1660655,-1286296,-6777952,-3387838,-4734637,-766236,-8388608,8388607,relajacion
1759632532.8432398,1655462,-1289706,-6784993,-3393904,-4738534,-768109,-8388608,8388607,relajacion
1759632532.8433504,1650741,-1292517,-6791454,-3399346,-4741866,-769347,-8388608,8388607,relajacion
1759632532.8434591,1643400,-1298856,-6801932,-3409132,-4749592,-775017,-8388608,8388607,relajacion
1759632532.8435686,1633462,-1308749,-6816411,-3423196,-4761732,-785161,-8388608,8388607,relajacion
1759632532.8436773,1623826,-1318576,-6830786,-3437202,-4773934,-795317,-8388608,8388607,relajacion
1759632532.8437903,1618641,-1322041,-6837870,-3443241,-4777962,-797236,-8388608,8388607,relajacion
1759632532.8438993,1613938,-1324865,-6844347,-3448795,-4781384,-798531,-8388608,8388607,relajacion
1759632532.844008,1606762,-1331145,-6854639,-3458465,-4789129,-804179,-8388608,8388607,relajacion
1759632532.8441167,1596921,-1340924,-6868903,-3472290,-4801191,-814177,-8388608,8388607,relajacion
1759632532.844226,1587204,-1350652,-6883176,-3486176,-4813242,-824205,-8388608,8388607,relajacion
1759632532.8443344,1581908,-1354181,-6890311,-3492408,-4817389,-826279,-8388608,8388607,relajacion
1759632532.844453,1577053,-1357192,-6897001,-3498207,-4821106,-827891,-8388608,8388607,relajacion
1759632532.844563,1569746,-1363572,-6907436,-3508051,-4828971,-833597,-8388608,8388607,relajacion
1759632532.8446724,1560008,-1373276,-6921585,-3521851,-4840888,-843379,-8388608,8388607,relajacion
1759632532.8447824,1550526,-1382731,-6935558,-3535456,-4852691,-853081,-8388608,8388607,relajacion
1759632532.9035065,1545287,-1386242,-6942844,-3541825,-4857079,-855276,-8388608,8388607,relajacion
1759632532.9036157,1540353,-1389487,-6949941,-3547970,-4861185,-857248,-8388608,8388607,relajacion
1759632532.9037251,1533020,-1395902,-6960523,-3557896,-4869099,-863089,-8388608,8388607,relajacion
1759632532.903834,1537353,-1402162,-6957920,-3590711,-4872464,-862011,-8388608,8388607,relajacion
1759632532.9039435,1800775,-1418054,-6732188,-3678954,-4784862,-804427,-8388608,8388607,relajacion
1759632532.9040527,2440291,-1441136,-6234061,-3613859,-4673355,-871785,-8388608,8388607,relajacion
1759632532.9041624,2710637,-1529504,-5741750,-3562394,-4625659,-923188,-8388608,8388607,relajacion
1759632532.9042714,2674321,-1662801,-5315694,-3565378,-4575082,-885568,-8388608,8388607,relajacion
1759632532.9043863,2356512,-1847253,-4964439,-3645328,-4514403,-758399,-8388608,8388607,relajacion
1759632532.9044971,2135937,-1985244,-4620439,-3710931,-4437718,-643788,-8388608,8388607,relajacion
1759632532.9046068,2629931,-1951841,-4247247,-3647634,-4415596,-771864,-8388608,8388607,relajacion
1759632532.9047155,2904554,-1975415,-3936446,-3645437,-4408914,-842677,-8388608,8388607,relajacion
1759632532.904825,2861554,-2049854,-3647904,-3693620,-4369646,-808329,-8388608,8388607,relajacion
1759632532.9049344,2553976,-2165348,-3375149,-3777972,-4298126,-669530,-8344513,8388607,relajacion
1759632532.905044,2339574,-2238521,-3079569,-3821247,-4203811,-537979,-8165535,8388607,relajacion
1759632532.963965,2805089,-2149449,-2747332,-3711051,-4149932,-631056,-8155221,8388607,relajacion
1759632532.964074,3070923,-2118680,-2464472,-3657831,-4108831,-666243,-8126539,8388607,relajacion
1759632532.964183,3046258,-2148619,-2203741,-3667664,-4048969,-610402,-8032897,8388607,relajacion
1759632532.964295,2792133,-2232162,-1962264,-3726297,-3967148,-458884,-7869519,8388607,relajacion
1759632532.9644122,2619941,-2293333,-1716886,-3760597,-3881850,-332412,-7711823,8388607,relajacion
1759632532.964522,3041964,-2216705,-1469527,-3641862,-3863406,-452472,-7738093,8388607,relajacion
1759632532.9646306,3267435,-2192039,-1260231,-3540082,-3847094,-505501,-7740619,8388607,relajacion
1759632532.9647396,3233258,-2218067,-1055041,-3493904,-3796759,-454893,-7662738,8388607,relajacion
1759632532.9648478,3003681,-2281931,-849457,-3503099,-3708740,-294370,-7496859,8388607,relajacion
1759632532.9649577,2896518,-2311483,-631758,-3503252,-3610741,-150672,-7325672,8388607,relajacion
1759632532.965066,3376138,-2217632,-428502,-3385990,-3593916,-261182,-7349602,8388607,relajacion
1759632532.965176,3698594,-2176572,-258279,-3321479,-3578116,-305657,-7350982,8388607,relajacion
1759632532.9652848,3776828,-2195137,-99174,-3326074,-3538617,-258924,-7282429,8388607,relajacion
1759632532.9653945,3651139,-2258739,54864,-3377222,-3468136,-110624,-7133648,8388607,relajacion
1759632532.9655037,3597184,-2298926,210858,-3408837,-3397957,10580,-6989089,8388607,relajacion
1759632533.0242624,4011346,-2244175,319186,-3344925,-3441577,-149074,-7071134,8388607,relajacion
1759632533.0243714,4255432,-2221491,420423,-3309162,-3463116,-224192,-7111026,8388607,relajacion
1759632533.0244873,4284496,-2236714,540331,-3315244,-3433056,-184087,-7053621,8388607,relajacion
1759632533.024596,4123013,-2294497,666437,-3359849,-3361370,-33639,-6905557,8388607,relajacion
1759632533.024706,4026780,-2334962,788606,-3390612,-3295686,84649,-6766471,8388607,relajacion
1759632533.024815,4373683,-2285082,854262,-3334846,-3355439,-84256,-6864398,8388607,relajacion
1759632533.0249252,4549962,-2272662,913319,-3310544,-3395467,-172523,-6924237,8388607,relajacion
1759632533.025034,4520456,-2297349,994766,-3326162,-3381746,-145991,-6885393,8388607,relajacion
1759632533.0251431,4310478,-2361314,1087762,-3377779,-3322311,-7027,-6752839,8388607,relajacion
1759632533.0252512,4160511,-2415721,1171608,-3424093,-3277020,92034,-6636949,8388607,relajacion
1759632533.025361,4438584,-2385865,1193285,-3388081,-3364822,-98785,-6764117,8388607,relajacion
1759632533.0254705,4550931,-2393886,1210621,-3382266,-3430614,-207637,-6851465,8388607,relajacion
1759632533.0255806,4471671,-2436176,1253933,-3414276,-3439018,-200584,-6837148,8388607,relajacion
1759632533.02569,4233261,-2507344,1319458,-3471271,-3390923,-73032,-6719469,8388607,relajacion
1759632533.0258002,4079657,-2552537,1392173,-3505623,-3341639,28749,-6603719,8388607,relajacion
1759632533.083629,4353751,-2512582,1405872,-3454951,-3425275,-154534,-6729929,8388607,relajacion
1759632533.083742,4471753,-2505914,1422003,-3429884,-3481607,-252230,-6811551,8388607,relajacion
1759632533.083851,4406278,-2530510,1467381,-3441727,-3477186,-232608,-6788842,8388607,relajacion
1759632533.0839603,4178911,-2586400,1534626,-3483707,-3417360,-94459,-6663865,8388607,relajacion
1759632533.0840695,4014903,-2634357,1592240,-3523732,-3374579,858,-6558174,8388607,relajacion
1759632533.0841794,4253714,-2615606,1574072,-3497361,-3483411,-203081,-6711260,8388607,relajacion
1759632533.0842876,4342165,-2628719,1566931,-3493779,-3561870,-319347,-6816798,8388607,relajacion
1759632533.0844088,4260206,-2665617,1608619,-3519209,-3571363,-312017,-6810367,8388607,relajacion
1759632533.084519,4037570,-2718807,1690768,-3559254,-3509669,-172831,-6686492,8388607,relajacion
1759632533.0846314,3917598,-2733019,1791188,-3566296,-3436879,-51265,-6555424,8388607,relajacion
1759632533.084742,4219020,-2657900,1838086,-3485034,-3495346,-205876,-6663049,8388607,relajacion
1759632533.084853,4358281,-2621482,1884974,-3433081,-3528162,-276957,-6727254,8388607,relajacion
1759632533.084962,4312597,-2623597,1953577,-3422464,-3505541,-238826,-6692349,8388607,relajacion
1759632533.085072,4102643,-2662954,2038066,-3444646,-3430244,-86664,-6557689,8388607,relajacion
1759632533.0851817,3974516,-2683879,2120658,-3452545,-3363987,28364,-6435566,8388607,relajacion
1759632533.1433785,4255949,-2623941,2142051,-3379970,-3438406,-139077,-6560440,8388607,relajacion
1759632533.1434927,4371629,-2606165,2162045,-3338621,-3488626,-224071,-6642509,8388607,relajacion
1759632533.1436017,4283248,-2646029,2185238,-3358480,-3501922,-218497,-6643737,8388607,relajacion
1759632533.14371,4018861,-2734712,2213348,-3424536,-3473679,-110700,-6556125,8388607,relajacion
1759632533.1438184,3846282,-2798144,2244816,-3471676,-3450082,-37064,-6477397,8388607,relajacion
1759632533.1439264,4100573,-2764844,2232099,-3423541,-3553554,-230842,-6632262,8388607,relajacion
1759632533.144035,4200334,-2764489,2229650,-3395871,-3621796,-331794,-6733283,8388607,relajacion
1759632533.144144,4132178,-2790802,2259969,-3398413,-3622928,-315232,-6724724,8388607,relajacion
1759632533.144252,3917017,-2840405,2319844,-3422004,-3557322,-173370,-6602941,8388607,relajacion
1759632533.1443603,3788804,-2865893,2380751,-3430177,-3498541,-67949,-6492509,8388607,relajacion
1759632533.1444778,4099203,-2776083,2413543,-3325633,-3551472,-213290,-6600254,8388607,relajacion
1759632533.1445863,4236756,-2737977,2439443,-3255256,-3584691,-279426,-6668003,8388607,relajacion
1759632533.1446943,4179015,-2755647,2471069,-3241084,-3576593,-252686,-6650441,8388607,relajacion
1759632533.1448026,3942894,-2826080,2505283,-3275261,-3527259,-124957,-6543974,8388607,relajacion
1759632533.1449113,3802608,-2869649,2541466,-3292324,-3484536,-35607,-6449911,8388607,relajacion
1759632533.20366,4118717,-2785743,2560234,-3188290,-3544972,-187420,-6565409,8388607,relajacion
1759632533.2037709,4258669,-2754485,2573395,-3119726,-3584510,-257913,-6638814,8388607,relajacion
1759632533.2038803,4204624,-2779384,2592583,-3108247,-3583174,-237309,-6628302,8388607,relajacion
1759632533.203988,3975401,-2858124,2615346,-3146486,-3540459,-116030,-6529233,8388607,relajacion
1759632533.2040963,3847405,-2907771,2641814,-3165311,-3503522,-33617,-6442916,8388607,relajacion
1759632533.204208,4177224,-2823904,2654609,-3056111,-3566582,-188080,-6562402,8388607,relajacion
1759632533.204317,4334775,-2794613,2662246,-2974079,-3607462,-258119,-6636456,8388607,relajacion
1759632533.2044346,4302307,-2824791,2673425,-2935707,-3608699,-238354,-6628000,8388607,relajacion
1759632533.2045424,4088162,-2916370,2682619,-2951634,-3570409,-117331,-6530924,8388607,relajacion
1759632533.2046502,3962378,-2975772,2695836,-2963399,-3539602,-41516,-6451596,8388607,relajacion
1759632533.204759,4264259,-2895096,2697929,-2858937,-3613118,-210842,-6586118,8388607,relajacion
1759632533.2048671,4350973,-2883779,2685669,-2812471,-3673577,-298907,-6679245,8388607,relajacion
1759632533.2049758,4291911,-2930968,2680883,-2829549,-3689571,-291537,-6683686,8388607,relajacion
1759632533.205084,4254234,-3042425,2673620,-2908697,-3665876,-182230,-6597042,8388607,relajacion
1759632533.2051926,4157471,-3119972,2693366,-2949431,-3628506,-103660,-6526315,8388607,relajacion
